0.0033 0.0057 2.6000 75.2000 0.0000 1.0000 0.3573 -0.4281 -0.5512 0.6042 0.0000 
0.0002 0.0014 2.6000 75.2000 0.0000 1.0000 -0.0356 0.5213 -0.5512 0.7455 0.0000 
0.0033 0.0057 0.0002 0.0014 0.0000 1.0000 -0.2147 -0.4281 0.5213 0.6136 0.0000 
0.0033 0.0057 2.6000 75.2000 0.1494 38.9738 0.3573 -0.0489 0.0368 0.0759 0.8780 
0.0002 0.0014 2.6000 75.2000 0.1494 38.9738 -0.0356 -0.0318 0.0368 0.0478 0.9499 
0.0033 0.0057 0.0002 0.0014 0.1494 38.9738 -0.2147 -0.0489 -0.0318 0.0654 0.9082 
0.0033 0.0057 2.6000 75.2000 0.0074 2.4769 0.3573 -0.0574 0.0012 0.0619 0.9172 
0.0002 0.0014 2.6000 75.2000 0.0074 2.4769 -0.0356 -0.0490 0.0012 0.0490 0.9474 
0.0033 0.0057 0.0002 0.0014 0.0074 2.4769 -0.2147 -0.0574 -0.0490 0.0851 0.8493 
ALABAMA,0.0006280805220520135,0.00380041943004354,2.920718014709729,0.16873325766174802,0.725
ALASKA,0.0006017752369489995,0.0038363171355498722,0.4333633841387187,0.023553025152957173,0.625
ARIZONA,0.0004291254317743542,0.004036957765580961,0.6988959669378492,0.037878540831836394,0.45161290322580644
ARKANSAS,0.000555056730062852,0.003885397110439964,6.842742120396967,0.21194797687861272,0.9166666666666666
CALIFORNIA,0.0005872914669145621,0.004740512890398758,13.597865005816493,0.6972473214285714,0.33070866141732286
COLORADO,0.0004643232298628343,0.004734574573355459,4.223576552352159,0.23248331346841478,0.42424242424242425
DELAWARE,0.0004347826086956522,0.004420289855072463,0.4573568986990045,0.02559471649484536,0.4
FLORIDA,0.0004178631343851957,0.003816346064779078,4.228046193172996,0.31134439124487007,0.40229885057471265
GEORGIA,0.0003894947696416648,0.004178722457155576,6.662113175845731,0.29379233950064304,0.5142857142857142
IDAHO,0.00021704529011720445,0.004015337867168282,0.1573092637346749,0.010074153656173512,0.5833333333333334
ILLINOIS,0.0004943671228415059,0.004507464943554907,1.1881622293114822,0.07213010403175393,0.3333333333333333
INDIANA,0.00037345560546490035,0.004740811436040541,2.5790508729963664,0.17789445438282647,0.5625
IOWA,0.00041783036087348534,0.004794053614232622,1.2519674705707333,0.037801298585786715,0.3684210526315789
KANSAS,0.0003938732498961265,0.0038494294948082054,0.872703022273111,0.04294388398486759,0.1
KENTUCKY,0.0005121416216529612,0.004435339704503947,1.5628576090021025,0.06586641876430206,0.75
LOUISIANA,0.0005209840810419681,0.003690303907380608,0.9880784415358598,0.044162986526946106,0.8461538461538461
MAINE,0.0004958736230652074,0.004533701696596182,0.22252903124615148,0.010736689126701017,0.7142857142857143
MARYLAND,0.00043685125214864336,0.005669569511581306,2.1185974050320735,0.10855485893416927,0.20689655172413793
MASSACHUSETTS,0.0004835056705884349,0.0045720974815292355,0.513161400657493,0.027723551637279596,0.20454545454545456
MICHIGAN,0.00046616631482209093,0.004315368171495928,1.555134560114451,0.07992686002522068,0.40476190476190477
MINNESOTA,0.000514145264847512,0.004827949438202247,1.0925733702740972,0.061635572139303485,0.43243243243243246
MISSISSIPPI,0.0007371542495267135,0.003987334349712678,6.4126352028309705,0.3251511423550088,0.7272727272727273
MISSOURI,0.00028495215178451285,0.004741287192192311,3.150776901403973,0.19863060564031437,0.5652173913043478
MONTANA,0.0005744320303300112,0.003963581009277077,0.4893022890786326,0.02318148049880605,0.75
NEBRASKA,0.000565071516863853,0.0038142327388310084,1.2956878517659638,0.0464734693877551,0.4375
NEVADA,0.00048180311879384704,0.004159958635439557,0.14944670290239523,0.007365534054548225,0.36363636363636365
NEW HAMPSHIRE,0.0002603303829223269,0.005348606049131443,0.35516188659591513,0.022912811818842336,0.125
NEW JERSEY,0.0004889316001551094,0.004619560635948274,3.165530262278401,0.17847713717693836,0.11428571428571428
NEW MEXICO,0.00046049938600081867,0.004042161277118297,23.497976946506526,1.34559,0.38461538461538464
NEW YORK,0.00050892322396656,0.00480373872378192,0.7315394390681964,0.041830893337317,0.22727272727272727
NORTH CAROLINA,0.00046074308215692054,0.004007393319225309,5.686742762436044,0.32822161172161174,0.49019607843137253
NORTH DAKOTA,0.0005227391531625719,0.003310681303362955,0.6938068087461455,0.043081385979049154,0.5
OHIO,0.000464067311445548,0.0056555492908878,4.323075496642615,0.19960413153457,0.43636363636363634
OKLAHOMA,0.00045914999856515624,0.0037305937383418945,5.956175504570769,0.29940216216216214,0.6
OREGON,0.00040574123852513057,0.004919612517117209,0.5205460770635837,0.030351550960118167,0.43478260869565216
PENNSYLVANIA,0.0004503182382907206,0.004659989626597725,23.27385596995984,1.0710853658536585,0.3709677419354839
RHODE ISLAND,0.0003004446580939791,0.005107559187597644,0.21482214397143964,0.013501476668635558,0.0
SOUTH CAROLINA,0.00037918475278151976,0.005009230155166393,5.816495442691249,0.34504125412541253,0.46153846153846156
SOUTH DAKOTA,0.0008049369466058492,0.004695465521867454,0.662464076492646,0.031693693693693695,0.5
TENNESSEE,0.0005612376767714064,0.003943433149946461,1.7799947455934595,0.1116492673992674,0.53125
TEXAS,0.0004709644149350223,0.004058399587451943,38.97381514115429,2.4769463414634147,0.5045871559633027
UTAH,0.0005451571869889151,0.004866032669049205,0.7758518060640981,0.042567399617590825,0.6666666666666666
VERMONT,0.0002607391956195815,0.003911087934293723,0.8482599726556562,0.03684281282316443,0.4
VIRGINIA,0.0003760478416420756,0.005040085655341708,12.961353078150715,1.4016713483146068,0.48717948717948717
